gender,orthography,phonology,film_frequency,book_frequency,CVCV_structure,Class
,machinchouette,maS5SuEt,0.0,0.14,CVCCVCCCVVVCCV,NOM
f,machine,maSin,44.94,58.99,CVCCVCV,NOM
f,machine-outil,maSinuti,0.0,0.07,CVCCVCV-VVCVC,NOM
,machiner,maSine,0.02,0.14,CVCCVCVC,VER
f,machinerie,maSin°Ri,0.18,2.77,CVCCVCVCVV,NOM
f,machinette,maSinEt,0.01,0.07,CVCCVCVCCV,NOM
f,machinique,maSinik,0.0,0.07,CVCCVCVCVV,ADJ
m,machinisme,maSinizm,0.0,0.74,CVCCVCVCCV,NOM
,machiniste,maSinist,1.3,0.61,CVCCVCVCCV,NOM
m,machino,makino,0.01,0.0,CVCCVCV,NOM
m,machisme,matSizm,0.36,0.2,CVCCVCCV,NOM
,machiste,matSist,0.38,0.34,CVCCVCCV,ADJ
m,machmètre,makmEtR,0.02,0.0,CVCCCVCCV,NOM
m,macho,matSo,1.35,0.27,CVCCV,ADJ
m,macho,matSo,2.34,0.54,CVCCV,NOM
m,macintosh,makintoS,0.26,0.07,CVCVCCVCC,NOM
m,macis,masi,0.01,0.0,CVCVC,NOM
m,mackintosh,makintOS,0.0,0.27,CVCCVCCVCC,NOM
m,macoute,makut,0.03,0.0,CVCVVCV,ADJ
m,macramé,makRame,0.14,0.68,CVCCVCV,NOM
f,macreuse,makR2z,0.02,0.0,CVCCVVCV,NOM
,macro,makRo,0.2,0.0,CVCCV,NOM
,macrobiotique,makRobjotik,0.16,0.2,CVCCVCVVCVCVV,ADJ
f,macrobiotique,makRobjotik,0.14,0.07,CVCCVCVVCVCVV,NOM
m,macroclimat,makRoklima,0.0,0.07,CVCCVCCVCVC,NOM
m,macrocosme,makRokOsm,0.0,0.14,CVCCVCVCCV,NOM
m,macrolide,makRolid,0.01,0.0,CVCCVCVCV,NOM
m,macrophage,makROfaZ,0.01,0.0,CVCCVCCVCV,NOM
m,macroscopique,makRoskopik,0.0,0.07,CVCCVCCVCVCVV,ADJ
f,macroéconomie,makRoekOnOmi,0.02,0.0,CVCCVVCVCVCVV,NOM
f,macula,makyla,0.01,0.0,CVCVCV,NOM
m,maculage,makylaZ,0.0,0.07,CVCVCVCV,NOM
f,maculation,makylasj§,0.0,0.07,CVCVCVCVVC,NOM
f,maculature,makylatyR,0.0,0.07,CVCVCVCVCV,NOM
f,macule,makyl,0.0,0.07,CVCVCV,NOM
,maculer,makyle,0.02,0.27,CVCVCVC,VER
f,macumba,makymba,1.2,0.0,CVCVCCV,NOM
f,macédoine,masedwan,0.14,0.41,CVCVCVVCV,NOM
m,macédonien,masedonj5,0.03,0.14,CVCVCVCVVC,ADJ
m,macédonien,masedonj5,0.23,0.2,CVCVCVCVVC,NOM
f,macédonienne,masedonjEn,0.03,0.0,CVCVCVCVVCCV,NOM
f,macération,maseRasj§,0.04,0.47,CVCVCVCVVC,NOM
,macérer,maseRe,0.23,0.54,CVCVCVC,VER
f,madame,madam,249.32,198.72,CVCVCV,NOM
m,madapolam,madapolam,0.0,0.2,CVCVCVCVC,NOM
,made in,mejdin,1.06,0.88,CVCV VC,ADV
f,madeleine,mad°lEn,0.37,0.95,CVCVCVVCV,NOM
f,mademoiselle,mad°mwazEl,73.98,62.3,CVCVCVVCVCCV,NOM
f,madone,madOn,4.9,4.39,CVCVCV,NOM
f,madrague,madRag,0.02,0.0,CVCCVCVV,NOM
m,madras,madRas,0.03,1.49,CVCCVC,NOM
m,madre,madR,0.62,0.0,CVCCV,NOM
,madre de dios,madRededeioEs,0.0,0.07,CVCCV CV CVVC,NOM
m,madrier,madRije,0.0,0.61,CVCCVVC,NOM
m,madrigal,madRigal,0.12,0.68,CVCCVCVC,NOM
,madrilène,madRilEn,0.3,0.47,CVCCVCVCV,ADJ
,madrilène,madRilEn,0.27,0.07,CVCCVCVCV,NOM
m,madré,madRe,0.0,0.2,CVCCV,ADJ
m,madrépore,madRepOR,0.0,0.14,CVCCVCVCV,NOM
m,madère,madER,0.11,0.68,CVCVCV,NOM
m,maelstrom,malstROm,0.14,0.07,CVVCCCCVC,NOM
m,maelström,mElstR2m,0.0,0.41,CVVCCCCVC,NOM
f,maestria,maEstRija,0.02,0.41,CVVCCCVV,NOM
m,maestro,maEstRo,5.96,0.47,CVVCCCV,NOM
f,maffia,mafja,0.0,0.54,CVCCVV,NOM
m,maffieux,mafj2,0.0,0.07,CVCCVVVC,ADJ
m,maffieux,mafj2,0.01,0.0,CVCCVVVC,NOM
m,mafflu,mafly,0.0,0.27,CVCCCV,ADJ
f,mafia,mafja,11.34,2.91,CVCVV,NOM
m,mafieux,mafj2,0.59,0.07,CVCVVVC,ADJ
m,mafieux,mafj2,0.94,0.0,CVCVVVC,NOM
m,mafioso,mafjozo,0.54,0.14,CVCVVCV,NOM
,maganer,magane,0.03,0.0,CVCVCVC,VER
m,magasin,magaz5,51.97,45.61,CVCVCVC,NOM
m,magasinage,magazinaZ,0.03,0.0,CVCVCVCVCV,NOM
,magasiner,magazine,0.27,0.0,CVCVCVCVC,VER
m,magasinier,magazinje,0.53,0.68,CVCVCVCVVC,NOM
m,magazine,magazin,14.03,7.03,CVCVCVCV,NOM
m,magdalénien,magdalenj5,0.0,0.07,CVCCVCVCVVC,ADJ
m,mage,maZ,0.53,0.95,CVCV,NOM
,magenta,maZ@ta,0.07,0.0,CVCVCCV,ADJ
m,magenta,maZ@ta,0.02,0.0,CVCVCCV,NOM
m,maghrébin,magReb5,0.14,0.27,CVCCCVCVC,ADJ
m,maghrébin,magReb5,0.14,0.07,CVCCCVCVC,NOM
m,maghzen,makzEn,0.0,0.07,CVCCCVC,NOM
m,magicien,maZisj5,12.07,2.77,CVCVCVVC,NOM
,magico,maZiko,0.03,0.0,CVCVCV,ADV
f,magie,maZi,25.58,15.14,CVCVV,NOM
,magique,maZik,21.84,19.8,CVCVCVV,ADJ
,magiquement,maZik°m@,0.14,1.35,CVCVCVVCVCC,ADV
m,magister,maZistER,0.1,0.95,CVCVCCVC,NOM
m,magistral,maZistRal,1.34,2.09,CVCVCCCVC,ADJ
,magistralement,maZistRal°m@,0.07,0.54,CVCVCCCVCVCVCC,ADV
m,magistrat,maZistRa,2.71,2.64,CVCVCCCVC,NOM
f,magistrature,maZistRatyR,1.12,0.88,CVCVCCCVCVCV,NOM
m,magistère,maZistER,0.0,0.07,CVCVCCVCV,NOM
m,magma,magma,0.33,3.38,CVCCV,NOM
f,magmatique,magmatik,0.03,0.0,CVCCVCVCVV,ADJ
,magnanime,maNanim,1.03,1.55,CVCCVCVCV,ADJ
f,magnanimité,maNanimite,0.13,0.68,CVCCVCVCVCV,NOM
m,magnat,magna,0.83,1.28,CVCCVC,NOM
,magner,maNe,0.2,0.41,CVCCVC,VER
m,magnificat,maNifika,0.0,0.54,CVCCVCVCVC,NOM
f,magnificence,maNifis@s,0.27,1.82,CVCCVCVCVCCV,NOM
,magnifier,maNifje,0.15,0.54,CVCCVCVVC,VER
,magnifique,maNifik,78.72,22.91,CVCCVCVCVV,ADJ
,magnifiquement,maNifik°m@,1.43,2.77,CVCCVCVCVVCVCC,ADV
f,magnitude,maNityd,0.25,0.0,CVCCVCVCV,NOM
m,magnolia,maNolja,0.1,1.49,CVCCVCVV,NOM
m,magnum,magnOm,3.62,1.55,CVCCVC,NOM
f,magnésie,maNezi,0.07,0.14,CVCCVCVV,NOM
m,magnésium,maNezjOm,0.75,1.08,CVCCVCVVC,NOM
,magnétique,maNetik,3.74,2.64,CVCCVCVCVV,ADJ
,magnétiquement,maNetik°m@,0.13,0.0,CVCCVCVCVVCVCC,ADV
m,magnétiseur,maNetiz9R,0.01,0.0,CVCCVCVCVVC,NOM
m,magnétisme,maNetizm,1.41,0.61,CVCCVCVCCV,NOM
f,magnétite,maNetit,0.07,0.0,CVCCVCVCV,NOM
,magnéto,maNeto,2.78,1.35,CVCCVCV,NOM
m,magnétomètre,maNetomEtR,0.04,0.0,CVCCVCVCVCCV,NOM
m,magnétophone,maNetofOn,2.27,3.24,CVCCVCVCCVCV,NOM
m,magnétoscope,maNetoskOp,1.98,0.34,CVCCVCVCCVCV,NOM
m,magnétron,maNetR§,0.01,0.0,CVCCVCCVC,NOM
m,magot,mago,2.24,3.51,CVCVC,NOM
f,magouille,maguj,1.03,0.68,CVCVVVCCV,NOM
,magouiller,maguje,0.14,0.14,CVCVVVCCVC,VER
m,magouilleur,maguj9R,0.03,0.0,CVCVVVCCVVC,ADJ
m,magouilleur,maguj9R,0.29,0.0,CVCVVVCCVVC,NOM
m,magret,magRE,0.01,0.0,CVCCVC,NOM
m,magyar,magjaR,0.1,0.0,CVCVVC,ADJ
m,mah-jong,maZ§G,1.54,0.2,CVC-CVCC,NOM
m,maharadja,maaRadZa,0.13,0.0,CVCVCVCCV,NOM
m,maharadjah,maaRadZa,1.47,0.47,CVCVCVCCVC,NOM
m,maharaja,maaRadZa,0.02,0.0,CVCVCVCV,NOM
m,maharajah,maaRadZa,0.48,0.07,CVCVCVCVC,NOM
f,maharani,maaRani,1.12,0.14,CVCVCVCV,NOM
m,mahatma,maatma,0.04,0.0,CVCVCCV,NOM
m,mahométan,maomet@,0.0,0.07,CVCVCVCVC,ADJ
m,mahométan,maomet@,0.01,0.07,CVCVCVCVC,NOM
m,mahonia,maonja,0.0,0.41,CVCVCVV,NOM
f,mahousse,maus,0.01,1.08,CVCVVCCV,ADJ
,mai,mE,24.34,45.88,CVV,NOM
f,maid,mEd,0.13,0.07,CVVC,NOM
f,maie,mE,0.0,1.08,CVVV,NOM
,maigre,mEgR,11.1,41.82,CVVCCV,ADJ
,maigre,mEgR,1.95,4.26,CVVCCV,NOM
m,maigrelet,mEgR°lE,0.07,0.54,CVVCCVCVC,ADJ
m,maigrelet,mEgR°lE,0.27,0.0,CVVCCVCVC,NOM
,maigrement,mEgR°m@,0.0,0.27,CVVCCVCVCC,ADV
f,maigreur,mEgR9R,0.04,3.99,CVVCCVVC,NOM
m,maigrichon,megRiS§,0.69,0.81,CVVCCVCCVC,ADJ
m,maigrichon,megRiS§,0.59,0.47,CVVCCVCCVC,NOM
m,maigriot,megRijo,0.0,0.14,CVVCCVVC,ADJ
m,maigriot,megRijo,0.01,0.14,CVVCCVVC,NOM
,maigrir,megRiR,2.1,2.23,CVVCCVC,VER
m,mail,mEjl,2.23,1.62,CVVC,NOM
m,mail-coach,mEjlkOwtS,0.0,0.14,CVVC-CVVCC,NOM
,mailer,mEjle,0.08,0.0,CVVCVC,VER
m,mailing,mEjliG,0.04,0.0,CVVCVCC,NOM
f,maille,maj,0.71,2.7,CVVCCV,NOM
m,maillechort,majSOR,0.0,0.14,CVVCCVCCVCC,NOM
,mailler,maje,0.02,0.0,CVVCCVC,VER
m,maillet,majE,0.41,1.69,CVVCCVC,NOM
f,mailloche,majOS,0.0,0.47,CVVCCVCCV,NOM
m,maillon,maj§,0.94,1.89,CVVCCVC,NOM
m,maillot,majo,8.44,15.27,CVVCCVC,NOM
m,maillotin,majot5,0.0,0.07,CVVCCVCVC,NOM
m,maillé,maje,0.0,0.14,CVVCCV,ADJ
,main,m5,286.62,788.72,CVVC,NOM
f,main-courante,m5kuR@t,0.01,0.07,CVVC-CVVCVCCV,NOM
f,main-d'oeuvre,m5d9vR,0.89,1.62,CVVC-C'VVVCCV,NOM
f,main-forte,m5fORt,0.36,0.41,CVVC-CVCCV,NOM
m,mainate,mEnat,0.03,0.74,CVVCVCV,NOM
m,maincourantier,m5kuR@tje,0.0,0.07,CVVCCVVCVCCVVC,NOM
f,mainlevée,m5l°ve,0.01,0.0,CVVCCVCVV,NOM
f,mainmise,m5miz,0.14,1.42,CVVCCVCV,NOM
m,maint,m5,1.27,0.41,CVVCC,ADJ:ind
f,mainte,m5t,0.2,1.22,CVVCCV,ADJ:ind
f,maintenance,m5t°n@s,3.89,0.14,CVVCCVCVCCV,NOM
,maintenant,m5t°n@,1028.86,496.76,CVVCCVCVCC,ADV
m,mainteneur,m5t°n9R,0.0,0.07,CVVCCVCVVC,NOM
,maintenir,m5t°niR,10.27,21.76,CVVCCVCVC,VER
f,maintenue,m5t°ny,0.05,0.41,CVVCCVCVV,NOM
f,maintes,m5t,2.36,9.86,CVVCCVC,ADJ:ind
m,maintien,m5tj5,1.87,10.14,CVVCCVVC,NOM
m,maints,m5,0.34,4.39,CVVCCC,ADJ:ind
m,maire,mER,27.91,13.11,CVVCV,NOM
f,mairie,meRi,13.48,15.0,CVVCVV,NOM
,mais,mE,1.45,1.55,CVVC,ADV
,mais,mE,5179.05,4463.72,CVVC,CON
,maison,mEz§,570.3,461.55,CVVCVC,NOM
f,maison-mère,mEz§mER,0.12,0.14,CVVCVC-CVCV,NOM
f,maisonnette,mEzonEt,0.56,5.68,CVVCVCCVCCV,NOM
f,maisonnée,mEzone,0.33,1.76,CVVCVCCVV,NOM
f,maja,maZa,0.54,0.14,CVCV,NOM
,majestueusement,maZEst82z°m@,0.06,1.22,CVCVCCVVVCVCVCC,ADV
m,majestueux,maZEst82,1.09,5.47,CVCVCCVVVC,ADJ
f,majesté,maZEste,42.84,22.3,CVCVCCV,NOM
m,majeur,maZ9R,4.29,3.85,CVCVVC,ADJ
m,majeur,maZ9R,0.42,2.57,CVCVVC,NOM
m,majo,maZo,0.0,0.14,CVCV,ADJ
f,majolique,maZolik,0.01,0.14,CVCVCVCVV,NOM
,major,maZOR,16.45,8.04,CVCVC,NOM
,major-général,maZORZeneRal,0.02,0.34,CVCVC-CVCVCVC,NOM
m,majoral,maZoRal,0.0,0.07,CVCVCVC,NOM
m,majorat,maZoRa,0.0,0.2,CVCVCVC,NOM
f,majoration,maZoRasj§,0.03,0.27,CVCVCVCVVC,NOM
m,majordome,maZoRdOm,2.66,1.28,CVCVCCVCV,NOM
,majorer,maZoRe,0.04,0.14,CVCVCVC,VER
f,majorette,maZoREt,0.57,0.27,CVCVCVCCV,NOM
,majoritaire,maZoRitER,0.52,0.54,CVCVCVCVVCV,ADJ
,majoritairement,maZoRitER°m@,0.12,0.0,CVCVCVCVVCVCVCC,ADV
f,majorité,maZoRite,11.41,12.36,CVCVCVCV,NOM
,majuscule,maZyskyl,0.76,0.88,CVCVCCVCV,ADJ
f,majuscule,maZyskyl,0.09,0.81,CVCVCCVCV,NOM
m,maki,maki,0.12,0.0,CVCV,NOM
m,mal,mal,13.82,11.22,CVC,ADJ
,mal,mal,453.95,349.46,CVC,ADV
m,mal,mal,318.27,185.14,CVC,NOM
m,mal-aimé,maleme,0.03,0.0,CVC-VVCV,NOM
m,mal-baisé,malbeze,0.0,0.07,CVC-CVVCV,NOM
m,mal-être,malEtR,0.34,0.2,CVC-VCCV,NOM
m,malabar,malabaR,1.27,0.0,CVCVCVC,ADJ
m,malabar,malabaR,1.06,0.61,CVCVCVC,NOM
f,malachite,malakit,0.01,0.27,CVCVCCVCV,NOM
,malade,malad,147.5,66.22,CVCVCV,ADJ
,malade,malad,25.67,26.15,CVCVCV,NOM
f,maladie,maladi,52.18,49.59,CVCVCVV,NOM
m,maladif,maladif,0.86,2.03,CVCVCVC,ADJ
,maladivement,maladiv°m@,0.45,0.2,CVCVCVCVCVCC,ADV
f,maladrerie,maladR2Ri,0.01,0.0,CVCVCCVCVV,NOM
f,maladresse,maladREs,0.97,8.24,CVCVCCVCCV,NOM
m,maladroit,maladRwa,4.57,7.77,CVCVCCVVC,ADJ
m,maladroit,maladRwa,1.28,0.47,CVCVCCVVC,NOM
,maladroitement,maladRwat°m@,0.27,9.59,CVCVCCVVCVCVCC,ADV
m,malaga,malaga,0.84,1.28,CVCVCV,NOM
,malaire,malER,0.1,0.0,CVCVVCV,ADJ
m,malais,malE,0.58,0.61,CVCVVC,ADJ
m,malais,malE,0.31,0.0,CVCVVC,NOM
,malaise,malEz,0.38,1.42,CVCVVCV,ADJ
,malaise,malEz,6.34,23.38,CVCVVCV,NOM
m,malaisien,malEzj5,0.04,0.0,CVCVVCVVC,ADJ
m,malaisien,malEzj5,0.03,0.0,CVCVVCVVC,NOM
m,malaisé,maleze,0.13,1.28,CVCVVCV,ADJ
,malaisément,malezem@,0.0,0.95,CVCVVCVCVCC,ADV
m,malandrin,mal@dR5,0.04,0.14,CVCVCCCVC,NOM
m,malappris,malapRi,0.01,0.07,CVCVCCCVC,ADJ
m,malappris,malapRi,0.16,0.2,CVCVCCCVC,NOM
m,malard,malaR,0.0,0.68,CVCVCC,NOM
f,malaria,malaRja,1.57,0.47,CVCVCVV,NOM
m,malavisé,malavize,0.17,0.07,CVCVCVCV,ADJ
,malaxer,malakse,0.45,0.34,CVCVCVC,VER
m,malaxeur,malaks9R,0.04,0.0,CVCVCVVC,NOM
f,malchance,malS@s,5.68,4.53,CVCCCVCCV,NOM
m,malchanceux,malS@s2,0.63,1.08,CVCCCVCCVVC,ADJ
m,malchanceux,malS@s2,0.79,0.81,CVCCCVCCVVC,NOM
m,malcommode,malkomOd,0.04,0.47,CVCCVCCVCV,ADJ
m,malcontent,malk§t@,0.0,0.07,CVCCVCCVCC,ADJ
f,maldonne,maldOn,0.14,1.01,CVCCVCCV,NOM
f,malencontre,mal@k§tR,0.0,0.41,CVCVCCVCCCV,NOM
,malencontreusement,mal@k§tR2z°m@,0.26,0.88,CVCVCCVCCCVVCVCVCC,ADV
m,malencontreux,mal@k§tR2,0.64,0.54,CVCVCCVCCCVVC,ADJ
m,malentendant,mal@t@d@,0.02,0.0,CVCVCCVCCVCC,ADJ
m,malentendant,mal@t@d@,0.02,0.0,CVCVCCVCCVCC,NOM
m,malentendu,mal@t@dy,10.7,7.3,CVCVCCVCCV,NOM
f,malfaisance,malf°z@s,0.17,0.88,CVCCVVCVCCV,NOM
m,malfaisant,malf°z@,0.96,1.76,CVCCVVCVCC,ADJ
m,malfaiteur,malfEt9R,1.18,1.82,CVCCVVCVVC,NOM
m,malfamé,malfame,0.05,0.07,CVCCVCV,ADJ
f,malfaçon,malfas§,0.04,0.27,CVCCVCVC,NOM
f,malformation,malfORmasj§,0.5,0.54,CVCCVCCVCVVC,NOM
m,malformé,malfORme,0.01,0.0,CVCCVCCV,ADJ
m,malfrat,malfRa,0.73,1.96,CVCCCVC,NOM
,malgache,malgaS,0.0,0.34,CVCCVCCV,ADJ
m,malgracieux,malgRasj2,0.01,0.34,CVCCCVCVVVC,ADJ
,malgré,malgRe,46.5,191.55,CVCCCV,PRE
,malhabile,malabil,0.13,2.23,CVCCVCVCV,ADJ
,malhabilement,malabil°m@,0.0,0.07,CVCCVCVCVCVCC,ADV
f,malherbe,malERb,0.0,0.07,CVCCVCCV,NOM
m,malheur,mal9R,49.16,72.84,CVCCVVC,NOM
,malheureusement,mal2R2z°m@,35.35,21.08,CVCCVVCVVCVCVCC,ADV
m,malheureux,mal2R2,24.55,40.27,CVCCVVCVVC,ADJ
m,malheureux,mal2R2,8.96,13.51,CVCCVVCVVC,NOM
,malhonnête,malonEt,3.34,0.95,CVCCVCCVCV,ADJ
,malhonnête,malonEt,0.69,0.14,CVCCVCCVCV,NOM
,malhonnêtement,malonEt°m@,0.22,0.27,CVCCVCCVCVCVCC,ADV
f,malhonnêteté,malonEtte,0.5,1.82,CVCCVCCVCVCV,NOM
m,mali,mali,0.0,0.07,CVCV,NOM
f,malice,malis,1.22,10.47,CVCVCV,NOM
,malicieusement,malisj2z°m@,0.02,0.81,CVCVCVVVCVCVCC,ADV
m,malicieux,malisj2,0.21,3.31,CVCVCVVVC,ADJ
m,malien,malj5,0.0,0.07,CVCVVC,NOM
f,malienne,maljEn,0.0,0.07,CVCVVCCV,NOM
,malignement,maliN°m@,0.01,0.68,CVCVCCVCVCC,ADV
f,malignité,maliNite,0.04,2.03,CVCVCCVCV,NOM
m,malin,mal5,33.11,13.38,CVCVC,ADJ
m,malin,mal5,19.43,6.01,CVCVC,NOM
,malingre,mal5gR,0.03,2.97,CVCVCCCV,ADJ
m,malinké,mal5ke,0.0,0.07,CVCVCCV,NOM
m,malinois,malinwa,0.01,0.2,CVCVCVVC,NOM
m,malintentionné,mal5t@sjone,0.02,0.2,CVCVCCVCCVVCCV,ADJ
m,mallarméen,malaRme5,0.0,0.07,CVCCVCCVVC,ADJ
f,malle,mal,6.53,10.27,CVCCV,NOM
f,mallette,malEt,8.97,5.88,CVCCVCCV,NOM
f,malléabilité,maleabilite,0.03,0.14,CVCCVVCVCVCV,NOM
,malléable,maleabl,0.25,1.08,CVCCVVCCV,ADJ
,malléolaire,maleOlER,0.03,0.0,CVCCVVCVVCV,ADJ
f,malléole,maleOl,0.05,0.0,CVCCVVCV,NOM
m,malm,malm,0.01,0.0,CVCC,NOM
m,malmenage,malm2naZ,0.01,0.0,CVCCVCVCV,NOM
,malmener,malm°ne,0.63,0.74,CVCCVCVC,VER
f,malnutrition,malnytRisj§,0.58,0.07,CVCCVCCVCVVC,NOM
m,malodorant,malodoR@,0.25,1.01,CVCVCVCVCC,ADJ
m,malotru,malotRy,0.43,0.81,CVCVCCV,NOM
m,malouin,malw5,0.0,0.07,CVCVVVC,ADJ
m,malouin,malw5,0.0,0.07,CVCVVVC,NOM
m,malpoli,malpoli,0.89,0.14,CVCCVCV,ADJ
m,malpoli,malpoli,0.2,0.41,CVCCVCV,NOM
,malpropre,malpROpR,0.28,1.69,CVCCCVCCV,ADJ
,malpropre,malpROpR,0.65,0.54,CVCCCVCCV,NOM
,malproprement,malpROpR°m@,0.0,0.07,CVCCCVCCVCVCC,ADV
f,malpropreté,malpROpR°te,0.0,0.14,CVCCCVCCVCV,NOM
m,malsain,mals5,3.85,4.93,CVCCVVC,ADJ
,malsainement,malsEn°m@,0.0,0.07,CVCCVVCVCVCC,ADV
f,malséance,malse@s,0.0,0.07,CVCCVVCCV,NOM
m,malséant,malse@,0.06,0.54,CVCCVVCC,ADJ
m,malt,malt,0.68,0.14,CVCC,NOM
m,maltais,maltE,0.03,0.2,CVCCVVC,ADJ
m,maltais,maltE,0.16,0.34,CVCCVVC,NOM
f,maltraitance,maltREt@s,0.61,0.0,CVCCCVVCVCCV,NOM
,maltraiter,maltRete,0.99,0.54,CVCCCVVCVC,VER
m,malus,malys,0.04,0.0,CVCVC,NOM
f,malveillance,malvEj@s,0.39,3.72,CVCCVVCCVCCV,NOM
m,malveillant,malvEj@,0.44,0.68,CVCCVVCCVCC,ADJ
m,malveillant,malvEj@,0.2,0.2,CVCCVVCCVCC,NOM
m,malvenu,malv°ny,0.14,0.34,CVCCVCV,ADJ
f,malversation,malvERsasj§,0.07,0.14,CVCCVCCVCVVC,NOM
m,malvoisie,malvwazi,0.01,0.0,CVCCVVCVV,NOM
f,malédiction,malediksj§,13.27,7.57,CVCVCVCCVVC,NOM
m,maléfice,malefis,0.56,0.74,CVCVCVCV,NOM
,maléficier,malefisje,0.0,0.07,CVCVCVCVVC,VER
m,maléficié,malefisje,0.0,0.07,CVCVCVCVV,ADJ
,maléfique,malefik,4.71,3.51,CVCVCVCVV,ADJ
f,mam,mam,0.63,0.95,CVC,NOM
f,mam'selle,mamzEl,0.11,0.07,CVC'CVCCV,NOM
f,mam'zelle,mamzEl,0.03,0.0,CVC'CVCCV,NOM
f,mamaliga,mamaliga,0.0,0.07,CVCVCVCV,NOM
m,mamamouchi,mamamuSi,0.0,0.14,CVCVCVVCCV,NOM
f,maman,mam@,537.44,140.2,CVCVC,NOM
m,mamba,m@ba,0.1,0.0,CVCCV,NOM
m,mambo,m@bo,1.56,1.62,CVCCV,NOM
f,mame,mam,0.0,0.74,CVCV,NOM
f,mamelle,mamEl,0.19,1.01,CVCVCCV,NOM
m,mamelon,mam°l§,0.5,3.85,CVCVCVC,NOM
m,mamelouk,mam°luk,0.01,0.14,CVCVCVVC,NOM
m,mamelu,mam°ly,0.0,0.14,CVCVCV,ADJ
m,mameluk,mam°luk,0.0,0.81,CVCVCVC,NOM
f,mamie,mami,18.56,2.23,CVCVV,NOM
f,mamma,mamma,2.27,0.27,CVCCV,NOM
,mammaire,mamER,0.2,0.07,CVCCVVCV,ADJ
f,mammectomie,mamEktomi,0.02,0.0,CVCCVCCVCVV,NOM
,mammifère,mamifER,0.34,0.07,CVCCVCVCV,ADJ
m,mammifère,mamifER,0.4,0.47,CVCCVCVCV,NOM
f,mammographie,mamogRafi,0.15,0.0,CVCCVCCVCCVV,NOM
f,mammoplastie,mamOplasti,0.01,0.0,CVCCVCCVCCVV,NOM
m,mammouth,mamut,1.16,7.84,CVCCVVCC,NOM
f,mammy,mami,0.41,0.07,CVCCV,NOM
m,mamours,mamuR,0.46,0.47,CVCVVCC,NOM
f,mamy,mami,0.66,0.0,CVCV,NOM
f,mamzelle,mamzEl,0.1,0.07,CVCCVCCV,NOM
,man,m@,19.31,6.82,CVC,NOM
m,mana,mana,0.03,0.88,CVCV,NOM
f,manade,manad,0.0,0.07,CVCVCV,NOM
m,management,manaZ°m@,0.57,0.07,CVCVCVCVCC,NOM
m,manager,manadZ9R,7.54,1.89,CVCVCVC,NOM
,manager,manadZe,1.22,0.34,CVCVCVC,VER
m,manageur,manaZ9R,0.01,0.0,CVCVCVVC,NOM
m,manant,man@,0.24,0.27,CVCVCC,NOM
m,manceau,m@so,0.0,0.07,CVCCVVV,ADJ
m,mancenillier,m@snije,0.01,0.14,CVCCVCVCCVVC,NOM
,manche,m@S,10.12,35.41,CVCCCV,NOM
m,mancheron,m@S°R§,0.0,0.07,CVCCCVCVC,NOM
f,manchette,m@SEt,1.69,1.76,CVCCCVCCV,NOM
m,manchon,m@S§,0.08,1.35,CVCCCVC,NOM
m,manchot,m@So,0.85,1.15,CVCCCVC,ADJ
m,manchot,m@So,1.47,1.49,CVCCCVC,NOM
m,mandala,m@dala,1.76,0.0,CVCCVCV,NOM
f,mandale,m@dal,0.03,0.54,CVCCVCV,NOM
m,mandant,m@d@,0.09,0.0,CVCCVCC,NOM
m,mandarin,m@daR5,0.43,1.22,CVCCVCVC,NOM
,mandarine,m@daRin,0.26,1.42,CVCCVCVCV,ADJ
f,mandarine,m@daRin,0.6,2.09,CVCCVCVCV,NOM
m,mandarinier,m@daRinje,0.0,0.07,CVCCVCVCVVC,NOM
m,mandat,m@da,23.45,11.76,CVCCVC,NOM
m,mandat-carte,m@dakaRt,0.01,0.0,CVCCVC-CVCCV,NOM
m,mandat-lettre,m@dalEtR,0.0,0.07,CVCCVC-CVCCCV,NOM
m,mandat-poste,m@dapOst,0.03,0.07,CVCCVC-CVCCV,NOM
f,mandataire,m@datER,0.07,0.88,CVCCVCVVCV,ADJ
,mandataire,m@datER,0.32,0.74,CVCCVCVVCV,NOM
m,mandatement,m@dat°m@,0.0,0.07,CVCCVCVCVCC,NOM
,mandater,m@date,0.02,0.0,CVCCVCVC,VER
m,mandement,m@d°m@,0.01,0.0,CVCCVCVCC,NOM
,mander,m@de,0.34,1.15,CVCCVC,VER
f,mandibulaire,m@dibylER,0.02,0.0,CVCCVCVCVVCV,ADJ
f,mandibule,m@dibyl,0.17,0.07,CVCCVCVCV,NOM
,mandingue,m@d5g,0.01,0.0,CVCCVCCVV,ADJ
f,mandoline,m@dolin,0.54,0.88,CVCCVCVCV,NOM
f,mandore,m@dOR,0.0,1.55,CVCCVCV,NOM
f,mandorle,m@dORl,0.0,0.27,CVCCVCCV,NOM
f,mandragore,m@dRagOR,0.42,1.01,CVCCCVCVCV,NOM
m,mandrill,m@dRil,0.01,0.0,CVCCCVCC,NOM
m,mandrin,m@dR5,0.15,0.27,CVCCCVC,NOM
f,manducation,m@dykasj§,0.0,0.07,CVCCVCVCVVC,NOM
m,mandé,m@de,0.0,0.41,CVCCV,NOM
f,manette,manEt,0.65,0.95,CVCVCCV,NOM
m,manga,m@ga,0.04,0.47,CVCCV,NOM
m,manganite,m@ganit,0.14,0.0,CVCCVCVCV,NOM
